2024-03-22
87
34
177
3
20
10
15
0 1 2
1 3 3
2 6 57
3 6 57
4 1 58
5 1 58
6 1 58
7 3 14
8 3 14
9 6 54
10 6 54
11 6 6
12 6 6
13 6 6
14 6 6
15 3 24
16 3 24
17 3 24
18 3 24
19 3 24
20 3 24
21 3 24
22 3 24
23 3 24
24 3 24
25 3 24
26 3 24
27 3 24
28 3 24
29 3 24
30 3 24
31 3 24
32 3 24
33 3 24
34 3 24
35 3 24
36 3 24
37 3 24
38 3 24
39 3 24
40 3 24
41 3 24
42 1 26
43 1 26
44 2 51
45 2 51
46 4 53
47 4 53
48 2 33
49 2 33
50 2 33
51 2 33
52 2 33
53 2 33
54 2 33
55 2 33
56 2 33
57 2 33
58 2 33
59 2 33
60 2 33
61 2 33
62 2 33
63 2 37
64 2 37
65 2 37
66 2 37
67 2 37
68 2 37
69 2 37
70 2 37
71 2 37
72 1 39
73 1 39
74 2 7
75 2 7
76 1 40
77 1 17
78 1 59
79 1 59
80 1 59
81 1 59
82 1 49
83 1 49
84 1 49
85 1 49
86 1 49
0 0 2024-09-13 51349 5 231227-008
0 79 0 27 8 83901-14
0 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 74 0 4 120 0 6 130 0 7 126 0 14 193 0 24 101 0 30 86 0 31 79 0 
1 82 1 27 8 83901-15
1 0 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 78 0 4 125 0 6 135 0 7 131 0 14 200 0 24 105 0 30 90 0 31 82 0 
2 36 1 2 5 83901-16
1 1 
46 47 
1 56 0 8 64 0 21 51 0 24 47 0 31 37 0 
3 41 1 2 5 83901-17
1 2 
46 47 
1 63 0 8 72 0 21 57 0 24 52 0 31 41 0 
4 29 0 27 14 83901-18
1 3 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 27 0 1 44 0 2 35 0 4 43 0 6 47 0 7 45 0 8 50 0 14 69 0 21 40 0 23 43 0 24 36 0 25 57 0 30 31 0 31 29 0 
1 0 2024-09-13 51349 7 240207-001
0 27 0 9 7 83901-12
0 
63 64 65 66 67 68 69 70 71 
1 41 0 2 33 0 6 44 0 8 47 0 11 78 0 12 65 0 24 34 0 
1 33 0 15 7 83901-13
1 0 
48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 
1 51 0 2 41 0 6 55 0 8 59 0 11 97 0 12 80 0 24 43 0 
2 79 0 27 8 83901-14
1 1 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 74 0 4 120 0 6 130 0 7 126 0 14 193 0 24 101 0 30 86 0 31 79 0 
3 82 1 27 8 83901-15
1 2 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 78 0 4 125 0 6 135 0 7 131 0 14 200 0 24 105 0 30 90 0 31 82 0 
4 36 1 2 5 83901-16
1 3 
46 47 
1 56 0 8 64 0 21 51 0 24 47 0 31 37 0 
5 41 1 2 5 83901-17
1 4 
46 47 
1 63 0 8 72 0 21 57 0 24 52 0 31 41 0 
6 29 0 27 14 83901-18
1 5 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 27 0 1 44 0 2 35 0 4 43 0 6 47 0 7 45 0 8 50 0 14 69 0 21 40 0 23 43 0 24 36 0 25 57 0 30 31 0 31 29 0 
2 0 2024-09-13 51349 7 240207-001
0 27 0 9 7 83901-12
0 
63 64 65 66 67 68 69 70 71 
1 41 0 2 33 0 6 44 0 8 47 0 11 78 0 12 65 0 24 34 0 
1 33 0 15 7 83901-13
1 0 
48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 
1 51 0 2 41 0 6 55 0 8 59 0 11 97 0 12 80 0 24 43 0 
2 79 0 27 8 83901-14
1 1 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 74 0 4 120 0 6 130 0 7 126 0 14 193 0 24 101 0 30 86 0 31 79 0 
3 82 1 27 8 83901-15
1 2 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 78 0 4 125 0 6 135 0 7 131 0 14 200 0 24 105 0 30 90 0 31 82 0 
4 36 1 2 5 83901-16
1 3 
46 47 
1 56 0 8 64 0 21 51 0 24 47 0 31 37 0 
5 41 1 2 5 83901-17
1 4 
46 47 
1 63 0 8 72 0 21 57 0 24 52 0 31 41 0 
6 29 0 27 14 83901-18
1 5 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 27 0 1 44 0 2 35 0 4 43 0 6 47 0 7 45 0 8 50 0 14 69 0 21 40 0 23 43 0 24 36 0 25 57 0 30 31 0 31 29 0 
3 0 2024-09-13 51349 8 240207-002
0 8 1 15 11 83901-3
0 
48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 
0 7 0 1 12 0 2 9 0 4 12 0 6 12 0 7 12 0 8 13 0 11 22 0 12 18 0 24 10 0 25 15 0 
1 27 0 9 7 83901-12
1 0 
63 64 65 66 67 68 69 70 71 
1 41 0 2 33 0 6 44 0 8 47 0 11 78 0 12 65 0 24 34 0 
2 33 0 15 7 83901-13
1 1 
48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 
1 51 0 2 41 0 6 55 0 8 59 0 11 97 0 12 80 0 24 43 0 
3 79 0 27 8 83901-14
1 2 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 74 0 4 120 0 6 130 0 7 126 0 14 193 0 24 101 0 30 86 0 31 79 0 
4 82 1 27 8 83901-15
1 3 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 78 0 4 125 0 6 135 0 7 131 0 14 200 0 24 105 0 30 90 0 31 82 0 
5 36 1 2 5 83901-16
1 4 
46 47 
1 56 0 8 64 0 21 51 0 24 47 0 31 37 0 
6 41 1 2 5 83901-17
1 5 
46 47 
1 63 0 8 72 0 21 57 0 24 52 0 31 41 0 
7 29 0 27 14 83901-18
1 6 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 27 0 1 44 0 2 35 0 4 43 0 6 47 0 7 45 0 8 50 0 14 69 0 21 40 0 23 43 0 24 36 0 25 57 0 30 31 0 31 29 0 
4 1 2024-09-13 51349 10 240131-004
0 27 1 27 8 83901-9
0 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 25 0 4 40 0 6 44 0 7 42 0 14 65 0 24 34 0 30 29 0 31 27 0 
1 42 2 27 8 83901-10
1 0 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 39 0 4 63 0 6 68 0 7 66 0 14 101 0 24 53 0 30 45 0 31 42 0 
2 30 1 27 8 83901-11
1 1 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 28 0 4 46 0 6 49 0 7 48 0 14 73 0 24 38 0 30 33 0 31 30 0 
3 26 0 9 7 83901-12
1 2 
63 64 65 66 67 68 69 70 71 
1 40 0 2 32 0 6 42 0 8 46 0 11 75 0 12 62 0 24 33 0 
4 32 0 15 7 83901-13
1 3 
48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 
1 50 0 2 40 0 6 53 0 8 57 0 11 93 0 12 77 0 24 41 0 
5 76 0 27 8 83901-14
1 4 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 72 0 4 116 0 6 125 0 7 121 0 14 185 0 24 97 0 30 83 0 31 76 0 
6 79 1 27 8 83901-15
1 5 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 74 0 4 120 0 6 130 0 7 126 0 14 193 0 24 101 0 30 86 0 31 79 0 
7 35 1 2 5 83901-16
1 6 
46 47 
1 54 0 8 62 0 21 49 0 24 45 0 31 35 0 
8 39 1 2 5 83901-17
1 7 
46 47 
1 61 0 8 69 0 21 55 0 24 50 0 31 39 0 
9 27 0 27 14 83901-18
1 8 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 26 0 1 42 0 2 34 0 4 42 0 6 45 0 7 44 0 8 48 0 14 66 0 21 38 0 23 41 0 24 35 0 25 54 0 30 30 0 31 27 0 
5 1 2024-09-13 51349 10 240131-004
0 26 1 27 8 83901-9
0 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 24 0 4 39 0 6 42 0 7 41 0 14 62 0 24 33 0 30 28 0 31 26 0 
1 40 2 27 8 83901-10
1 0 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 38 0 4 61 0 6 65 0 7 64 0 14 97 0 24 51 0 30 44 0 31 40 0 
2 29 1 27 8 83901-11
1 1 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 27 0 4 44 0 6 47 0 7 46 0 14 70 0 24 37 0 30 32 0 31 29 0 
3 25 0 9 7 83901-12
1 2 
63 64 65 66 67 68 69 70 71 
1 38 0 2 31 0 6 41 0 8 44 0 11 72 0 12 60 0 24 32 0 
4 31 0 15 7 83901-13
1 3 
48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 
1 48 0 2 38 0 6 51 0 8 54 0 11 90 0 12 74 0 24 40 0 
5 73 0 27 8 83901-14
1 4 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 69 0 4 111 0 6 120 0 7 116 0 14 177 0 24 93 0 30 80 0 31 73 0 
6 76 1 27 8 83901-15
1 5 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 71 0 4 115 0 6 124 0 7 121 0 14 185 0 24 97 0 30 83 0 31 76 0 
7 34 1 2 5 83901-16
1 6 
46 47 
1 52 0 8 59 0 21 47 0 24 43 0 31 34 0 
8 38 1 2 5 83901-17
1 7 
46 47 
1 58 0 8 67 0 21 53 0 24 48 0 31 38 0 
9 26 0 27 14 83901-18
1 8 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 25 0 1 40 0 2 32 0 4 40 0 6 43 0 7 42 0 8 46 0 14 64 0 21 37 0 23 40 0 24 34 0 25 52 0 30 29 0 31 26 0 
6 1 2024-09-13 51349 7 240131-004
0 25 0 9 7 83901-12
0 
63 64 65 66 67 68 69 70 71 
1 38 0 2 31 0 6 41 0 8 44 0 11 72 0 12 60 0 24 32 0 
1 31 0 15 7 83901-13
1 0 
48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 
1 48 0 2 38 0 6 51 0 8 54 0 11 90 0 12 74 0 24 40 0 
2 73 0 27 8 83901-14
1 1 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 69 0 4 111 0 6 120 0 7 116 0 14 177 0 24 93 0 30 80 0 31 73 0 
3 76 1 27 8 83901-15
1 2 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 71 0 4 115 0 6 124 0 7 121 0 14 185 0 24 97 0 30 83 0 31 76 0 
4 34 1 2 5 83901-16
1 3 
46 47 
1 52 0 8 59 0 21 47 0 24 43 0 31 34 0 
5 38 1 2 5 83901-17
1 4 
46 47 
1 58 0 8 67 0 21 53 0 24 48 0 31 38 0 
6 26 0 27 14 83901-18
1 5 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 25 0 1 40 0 2 32 0 4 40 0 6 43 0 7 42 0 8 46 0 14 64 0 21 37 0 23 40 0 24 34 0 25 52 0 30 29 0 31 26 0 
7 1 2024-09-13 51349 7 240131-004
0 26 0 9 7 83901-12
0 
63 64 65 66 67 68 69 70 71 
1 40 0 2 32 0 6 42 0 8 46 0 11 75 0 12 62 0 24 33 0 
1 32 0 15 7 83901-13
1 0 
48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 
1 50 0 2 40 0 6 53 0 8 57 0 11 93 0 12 77 0 24 41 0 
2 76 0 27 8 83901-14
1 1 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 72 0 4 116 0 6 125 0 7 121 0 14 185 0 24 97 0 30 83 0 31 76 0 
3 79 1 27 8 83901-15
1 2 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 74 0 4 120 0 6 130 0 7 126 0 14 193 0 24 101 0 30 86 0 31 79 0 
4 35 1 2 5 83901-16
1 3 
46 47 
1 54 0 8 62 0 21 49 0 24 45 0 31 35 0 
5 39 1 2 5 83901-17
1 4 
46 47 
1 61 0 8 69 0 21 55 0 24 50 0 31 39 0 
6 27 0 27 14 83901-18
1 5 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 26 0 1 42 0 2 34 0 4 42 0 6 45 0 7 44 0 8 48 0 14 66 0 21 38 0 23 41 0 24 35 0 25 54 0 30 30 0 31 27 0 
8 1 2024-09-13 51349 7 240131-004
0 25 0 9 7 83901-12
0 
63 64 65 66 67 68 69 70 71 
1 38 0 2 31 0 6 41 0 8 44 0 11 72 0 12 60 0 24 32 0 
1 31 0 15 7 83901-13
1 0 
48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 
1 48 0 2 38 0 6 51 0 8 54 0 11 90 0 12 74 0 24 40 0 
2 73 0 27 8 83901-14
1 1 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 69 0 4 111 0 6 120 0 7 116 0 14 177 0 24 93 0 30 80 0 31 73 0 
3 76 1 27 8 83901-15
1 2 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 71 0 4 115 0 6 124 0 7 121 0 14 185 0 24 97 0 30 83 0 31 76 0 
4 34 1 2 5 83901-16
1 3 
46 47 
1 52 0 8 59 0 21 47 0 24 43 0 31 34 0 
5 38 1 2 5 83901-17
1 4 
46 47 
1 58 0 8 67 0 21 53 0 24 48 0 31 38 0 
6 26 0 27 14 83901-18
1 5 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 25 0 1 40 0 2 32 0 4 40 0 6 43 0 7 42 0 8 46 0 14 64 0 21 37 0 23 40 0 24 34 0 25 52 0 30 29 0 31 26 0 
9 1 2024-09-13 51349 10 240131-004
0 26 1 27 8 83901-9
0 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 24 0 4 39 0 6 42 0 7 41 0 14 62 0 24 33 0 30 28 0 31 26 0 
1 40 2 27 8 83901-10
1 0 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 38 0 4 61 0 6 65 0 7 64 0 14 97 0 24 51 0 30 44 0 31 40 0 
2 29 1 27 8 83901-11
1 1 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 27 0 4 44 0 6 47 0 7 46 0 14 70 0 24 37 0 30 32 0 31 29 0 
3 25 0 9 7 83901-12
1 2 
63 64 65 66 67 68 69 70 71 
1 38 0 2 31 0 6 41 0 8 44 0 11 72 0 12 60 0 24 32 0 
4 31 0 15 7 83901-13
1 3 
48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 
1 48 0 2 38 0 6 51 0 8 54 0 11 90 0 12 74 0 24 40 0 
5 73 0 27 8 83901-14
1 4 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 69 0 4 111 0 6 120 0 7 116 0 14 177 0 24 93 0 30 80 0 31 73 0 
6 76 1 27 8 83901-15
1 5 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 71 0 4 115 0 6 124 0 7 121 0 14 185 0 24 97 0 30 83 0 31 76 0 
7 34 1 2 5 83901-16
1 6 
46 47 
1 52 0 8 59 0 21 47 0 24 43 0 31 34 0 
8 38 1 2 5 83901-17
1 7 
46 47 
1 58 0 8 67 0 21 53 0 24 48 0 31 38 0 
9 26 0 27 14 83901-18
1 8 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 25 0 1 40 0 2 32 0 4 40 0 6 43 0 7 42 0 8 46 0 14 64 0 21 37 0 23 40 0 24 34 0 25 52 0 30 29 0 31 26 0 
10 1 2024-09-13 51349 15 240131-005
0 6 1 15 11 83901-3
0 
48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 
0 6 0 1 10 0 2 8 0 4 10 0 6 10 0 7 10 0 8 11 0 11 18 0 12 15 0 24 8 0 25 12 0 
1 15 0 27 12 83901-4
1 0 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 14 0 1 23 0 2 19 0 4 23 0 6 25 0 7 24 0 14 37 0 23 23 0 24 19 0 25 30 0 30 17 0 31 15 0 
2 33 0 27 12 83901-5
1 1 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 31 0 1 51 0 2 41 0 4 50 0 6 54 0 7 52 0 14 80 0 23 50 0 24 42 0 25 65 0 30 36 0 31 33 0 
3 42 0 9 7 83901-7
1 2 
63 64 65 66 67 68 69 70 71 
1 65 0 2 52 0 6 69 0 8 74 0 11 122 0 12 101 0 24 54 0 
4 24 0 27 8 83901-8
1 3 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 23 0 4 37 0 6 39 0 7 38 0 14 58 0 24 31 0 30 26 0 31 24 0 
5 23 1 27 8 83901-9
1 4 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 21 0 4 34 0 6 37 0 7 36 0 14 54 0 24 29 0 30 25 0 31 23 0 
6 35 2 27 8 83901-10
1 5 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 33 0 4 53 0 6 57 0 7 56 0 14 85 0 24 45 0 30 38 0 31 35 0 
7 25 1 27 8 83901-11
1 6 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 24 0 4 38 0 6 41 0 7 40 0 14 61 0 24 32 0 30 28 0 31 25 0 
8 22 0 9 7 83901-12
1 7 
63 64 65 66 67 68 69 70 71 
1 34 0 2 27 0 6 36 0 8 38 0 11 63 0 12 52 0 24 28 0 
9 27 0 15 7 83901-13
1 8 
48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 
1 42 0 2 33 0 6 44 0 8 48 0 11 78 0 12 65 0 24 35 0 
10 63 0 27 8 83901-14
1 9 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 60 0 4 97 0 6 104 0 7 101 0 14 155 0 24 81 0 30 69 0 31 64 0 
11 66 1 27 8 83901-15
1 10 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 62 0 4 101 0 6 108 0 7 106 0 14 161 0 24 85 0 30 72 0 31 66 0 
12 29 1 2 5 83901-16
1 11 
46 47 
1 45 0 8 52 0 21 41 0 24 38 0 31 30 0 
13 33 1 2 5 83901-17
1 12 
46 47 
1 51 0 8 58 0 21 46 0 24 42 0 31 33 0 
14 23 0 27 14 83901-18
1 13 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 22 0 1 35 0 2 28 0 4 35 0 6 38 0 7 37 0 8 41 0 14 56 0 21 32 0 23 35 0 24 29 0 25 46 0 30 25 0 31 23 0 
11 1 2024-09-13 51349 8 240131-005
0 6 1 15 11 83901-3
0 
48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 
0 6 0 1 10 0 2 8 0 4 10 0 6 10 0 7 10 0 8 11 0 11 18 0 12 15 0 24 8 0 25 12 0 
1 22 0 9 7 83901-12
1 0 
63 64 65 66 67 68 69 70 71 
1 34 0 2 27 0 6 36 0 8 38 0 11 63 0 12 52 0 24 28 0 
2 27 0 15 7 83901-13
1 1 
48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 
1 42 0 2 33 0 6 44 0 8 48 0 11 78 0 12 65 0 24 35 0 
3 63 0 27 8 83901-14
1 2 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 60 0 4 97 0 6 104 0 7 101 0 14 155 0 24 81 0 30 69 0 31 64 0 
4 66 1 27 8 83901-15
1 3 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 62 0 4 101 0 6 108 0 7 106 0 14 161 0 24 85 0 30 72 0 31 66 0 
5 29 1 2 5 83901-16
1 4 
46 47 
1 45 0 8 52 0 21 41 0 24 38 0 31 30 0 
6 33 1 2 5 83901-17
1 5 
46 47 
1 51 0 8 58 0 21 46 0 24 42 0 31 33 0 
7 23 0 27 14 83901-18
1 6 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 22 0 1 35 0 2 28 0 4 35 0 6 38 0 7 37 0 8 41 0 14 56 0 21 32 0 23 35 0 24 29 0 25 46 0 30 25 0 31 23 0 
12 1 2024-09-13 51349 14 240131-005
0 15 0 27 12 83901-4
0 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 14 0 1 23 0 2 19 0 4 23 0 6 25 0 7 24 0 14 37 0 23 23 0 24 19 0 25 30 0 30 17 0 31 15 0 
1 33 0 27 12 83901-5
1 0 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 31 0 1 51 0 2 41 0 4 50 0 6 54 0 7 52 0 14 80 0 23 50 0 24 42 0 25 65 0 30 36 0 31 33 0 
2 42 0 9 7 83901-7
1 1 
63 64 65 66 67 68 69 70 71 
1 65 0 2 52 0 6 69 0 8 74 0 11 122 0 12 101 0 24 54 0 
3 24 0 27 8 83901-8
1 2 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 23 0 4 37 0 6 39 0 7 38 0 14 58 0 24 31 0 30 26 0 31 24 0 
4 23 1 27 8 83901-9
1 3 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 21 0 4 34 0 6 37 0 7 36 0 14 54 0 24 29 0 30 25 0 31 23 0 
5 35 2 27 8 83901-10
1 4 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 33 0 4 53 0 6 57 0 7 56 0 14 85 0 24 45 0 30 38 0 31 35 0 
6 25 1 27 8 83901-11
1 5 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 24 0 4 38 0 6 41 0 7 40 0 14 61 0 24 32 0 30 28 0 31 25 0 
7 22 0 9 7 83901-12
1 6 
63 64 65 66 67 68 69 70 71 
1 34 0 2 27 0 6 36 0 8 38 0 11 63 0 12 52 0 24 28 0 
8 27 0 15 7 83901-13
1 7 
48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 
1 42 0 2 33 0 6 44 0 8 48 0 11 78 0 12 65 0 24 35 0 
9 63 0 27 8 83901-14
1 8 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 60 0 4 97 0 6 104 0 7 101 0 14 155 0 24 81 0 30 69 0 31 64 0 
10 66 1 27 8 83901-15
1 9 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 62 0 4 101 0 6 108 0 7 106 0 14 161 0 24 85 0 30 72 0 31 66 0 
11 29 1 2 5 83901-16
1 10 
46 47 
1 45 0 8 52 0 21 41 0 24 38 0 31 30 0 
12 33 1 2 5 83901-17
1 11 
46 47 
1 51 0 8 58 0 21 46 0 24 42 0 31 33 0 
13 23 0 27 14 83901-18
1 12 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 22 0 1 35 0 2 28 0 4 35 0 6 38 0 7 37 0 8 41 0 14 56 0 21 32 0 23 35 0 24 29 0 25 46 0 30 25 0 31 23 0 
13 1 2024-09-13 51349 14 240131-005
0 15 0 27 12 83901-4
0 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 14 0 1 23 0 2 19 0 4 23 0 6 25 0 7 24 0 14 37 0 23 23 0 24 19 0 25 30 0 30 17 0 31 15 0 
1 33 0 27 12 83901-5
1 0 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 31 0 1 51 0 2 41 0 4 50 0 6 54 0 7 52 0 14 80 0 23 50 0 24 42 0 25 65 0 30 36 0 31 33 0 
2 42 0 9 7 83901-7
1 1 
63 64 65 66 67 68 69 70 71 
1 65 0 2 52 0 6 69 0 8 74 0 11 122 0 12 101 0 24 54 0 
3 24 0 27 8 83901-8
1 2 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 23 0 4 37 0 6 39 0 7 38 0 14 58 0 24 31 0 30 26 0 31 24 0 
4 23 1 27 8 83901-9
1 3 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 21 0 4 34 0 6 37 0 7 36 0 14 54 0 24 29 0 30 25 0 31 23 0 
5 35 2 27 8 83901-10
1 4 
