2024-09-09
84
34
285
3
20
10
15
0 6 57
1 6 57
2 1 58
3 1 58
4 1 58
5 3 14
6 3 14
7 6 54
8 6 54
9 6 44
10 6 44
11 6 6
12 6 6
13 6 6
14 6 6
15 3 24
16 3 24
17 3 24
18 3 24
19 3 24
20 3 24
21 3 24
22 3 24
23 3 24
24 3 24
25 3 24
26 3 24
27 3 24
28 3 24
29 3 24
30 3 24
31 3 24
32 3 24
33 3 24
34 3 24
35 3 24
36 3 24
37 3 24
38 3 24
39 3 24
40 3 24
41 3 24
42 1 26
43 1 46
44 2 51
45 2 51
46 4 53
47 4 53
48 2 33
49 2 33
50 2 33
51 2 33
52 2 33
53 2 33
54 2 33
55 2 33
56 2 33
57 2 33
58 2 33
59 2 33
60 2 33
61 2 33
62 2 33
63 1 33
64 1 36
65 2 37
66 2 37
67 2 37
68 2 37
69 2 37
70 2 37
71 2 37
72 2 37
73 2 37
74 1 11
75 1 8
76 1 8
77 1 40
78 1 59
79 1 59
80 1 59
81 1 59
82 1 59
83 1 59
0 0 2024-09-20 2761 6 240618-002
0 16 0 9 18 88501-12
0 
65 66 67 68 69 70 71 72 73 
0 15 0 1 24 0 2 20 0 3 32 0 4 24 0 6 26 0 7 25 0 8 28 0 9 32 0 11 46 0 12 38 0 15 32 0 16 37 0 20 37 0 24 20 0 27 21 0 32 27 0 33 30 0 
1 23 0 27 11 88501-14
1 0 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 22 0 1 36 0 2 29 0 4 35 0 7 37 0 15 47 0 23 35 0 24 30 0 25 46 0 29 28 0 30 26 0 
2 48 4 1 1 88501-15
1 1 
42 
30 52 0 
3 10 2 2 4 88501-16
1 2 
46 47 
1 15 0 24 13 0 26 16 0 31 10 0 
4 4 0 4 4 T5901
1 3 
78 79 80 81 
2 5 0 5 4 0 22 3 0 27 5 0 
5 17 0 2 3 C5701
1 4 
0 1 
5 18 0 18 39 0 22 14 0 
1 0 2024-09-20 2761 7 240618-002
0 20 0 9 18 88501-12
0 
65 66 67 68 69 70 71 72 73 
0 18 0 1 30 0 2 24 0 3 40 0 4 29 0 6 32 0 7 31 0 8 34 0 9 39 0 11 56 0 12 46 0 15 39 0 16 46 0 20 46 0 24 25 0 27 26 0 32 33 0 33 36 0 
1 14 0 27 21 88501-13
1 0 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 13 0 1 22 0 2 17 0 4 21 0 6 23 0 7 23 0 8 25 0 9 29 0 13 36 0 14 34 0 15 29 0 16 34 0 17 34 0 21 20 0 23 21 0 24 18 0 25 28 0 29 17 0 30 16 0 31 14 0 32 24 0 
2 29 0 27 11 88501-14
1 1 
15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 
0 27 0 1 44 0 2 35 0 4 44 0 7 46 0 15 59 0 23 43 0 24 37 0 25 57 0 29 35 0 30 31 0 
3 59 4 1 1 88501-15
1 2 
42 
30 65 0 
4 12 2 2 4 88501-16
1 3 
46 47 
1 19 0 24 16 0 26 19 0 31 12 0 
5 5 0 4 4 T5901
1 4 
78 79 80 81 
2 5 0 5 5 0 22 4 0 27 6 0 
6 20 0 2 3 C5701
1 5 
0 1 
5 23 0 18 48 0 22 17 0 
2 0 2024-09-20 2761 6 240618-002
0 18 0 9 18 88501-12
0 
65 66 67 68 69 70 71 72 73 
