2024-06-17
87
34
169
3
20
10
15
0 3 1
1 3 1
2 1 2
3 3 3
4 6 57
5 6 57
6 1 58
7 1 58
8 1 58
9 3 14
10 3 14
11 6 54
12 6 54
13 6 6
14 6 6
15 6 6
16 6 6
17 3 24
18 3 24
19 3 24
20 3 24
21 3 24
22 3 24
23 3 24
24 3 24
25 3 24
26 3 24
27 3 24
28 3 24
29 3 24
30 3 24
31 3 24
32 3 24
33 3 24
34 3 24
35 3 24
36 3 24
37 3 24
38 3 24
39 3 24
40 3 24
41 3 24
42 3 24
43 3 24
44 2 51
45 2 51
46 4 53
47 4 53
48 2 32
49 2 33
50 2 33
51 2 33
52 2 33
53 2 33
54 2 33
55 2 33
56 2 33
57 2 33
58 2 33
59 2 33
60 2 33
61 2 33
62 2 33
63 2 33
64 1 33
65 1 36
66 2 37
67 2 37
68 2 37
69 2 37
70 2 37
71 2 37
72 2 37
73 2 37
74 2 37
75 1 55
76 1 55
77 1 8
78 1 8
79 1 40
80 1 17
81 1 59
82 1 59
83 1 59
84 1 59
85 1 59
86 1 59
0 0 2024-09-13 25874 1 240422-009
0 31 0 27 14 83901-18
0 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 29 0 1 47 0 2 38 0 4 47 0 6 50 0 7 49 0 8 54 0 14 74 0 21 43 0 23 46 0 24 39 0 25 61 0 30 34 0 31 31 0 
1 0 2024-09-13 25874 18 240522-002
0 16 0 27 14 83901-1
0 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 15 0 1 24 0 2 19 0 4 23 0 6 25 0 7 25 0 8 27 0 14 37 0 21 22 0 23 23 0 24 20 0 25 31 0 30 17 0 31 16 0 
1 27 0 27 12 83901-2
1 0 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 25 0 1 41 0 2 33 0 4 41 0 6 44 0 7 43 0 14 65 0 23 41 0 24 34 0 25 53 0 30 29 0 31 27 0 
2 6 1 15 11 83901-3
1 1 
49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 
0 6 0 1 9 0 2 8 0 4 9 0 6 10 0 7 10 0 8 11 0 11 17 0 12 14 0 24 8 0 25 12 0 
3 15 0 27 12 83901-4
1 2 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 14 0 1 22 0 2 18 0 4 22 0 6 24 0 7 23 0 14 35 0 23 22 0 24 19 0 25 29 0 30 16 0 31 15 0 
4 31 0 27 12 83901-5
1 3 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 30 0 1 48 0 2 39 0 4 48 0 6 51 0 7 50 0 14 76 0 23 47 0 24 40 0 25 62 0 30 34 0 31 31 0 
5 11 1 15 11 83901-6
1 4 
49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 
0 10 0 1 16 0 2 13 0 4 16 0 6 17 0 7 17 0 8 19 0 11 31 0 12 25 0 24 14 0 25 21 0 
6 40 0 9 7 83901-7
1 5 
66 67 68 69 70 71 72 73 74 
1 62 0 2 49 0 6 66 0 8 71 0 11 116 0 12 96 0 24 51 0 
7 23 0 27 8 83901-8
1 6 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 22 0 4 35 0 6 37 0 7 36 0 14 55 0 24 29 0 30 25 0 31 23 0 
8 21 1 27 8 83901-9
1 7 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 20 0 4 32 0 6 35 0 7 34 0 14 52 0 24 27 0 30 23 0 31 21 0 
9 33 2 27 8 83901-10
1 8 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 31 0 4 50 0 6 54 0 7 53 0 14 81 0 24 42 0 30 36 0 31 33 0 
10 24 1 27 8 83901-11
1 9 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 23 0 4 37 0 6 39 0 7 38 0 14 58 0 24 31 0 30 26 0 31 24 0 
11 21 0 9 7 83901-12
1 10 
66 67 68 69 70 71 72 73 74 
1 32 0 2 26 0 6 34 0 8 37 0 11 60 0 12 50 0 24 27 0 
12 26 0 15 7 83901-13
1 11 
49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 
1 40 0 2 32 0 6 42 0 8 45 0 11 75 0 12 62 0 24 33 0 
13 60 0 27 8 83901-14
1 12 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 57 0 4 92 0 6 99 0 7 96 0 14 147 0 24 77 0 30 66 0 31 61 0 
14 63 1 27 8 83901-15
1 13 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 59 0 4 96 0 6 103 0 7 100 0 14 153 0 24 81 0 30 69 0 31 63 0 
15 28 1 2 5 83901-16
1 14 
46 47 
1 43 0 8 49 0 21 39 0 24 36 0 31 28 0 
16 32 1 2 5 83901-17
1 15 
46 47 
1 48 0 8 55 0 21 44 0 24 40 0 31 32 0 
17 22 0 27 14 83901-18
1 16 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 21 0 1 34 0 2 27 0 4 33 0 6 36 0 7 35 0 8 39 0 14 53 0 21 31 0 23 33 0 24 28 0 25 44 0 30 24 0 31 22 0 
2 0 2024-09-13 25874 18 240522-002
0 20 0 27 14 83901-1
0 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 19 0 1 31 0 2 25 0 4 30 0 6 33 0 7 32 0 8 35 0 14 48 0 21 28 0 23 30 0 24 26 0 25 39 0 30 22 0 31 20 0 
1 35 0 27 12 83901-2
1 0 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 33 0 1 54 0 2 43 0 4 53 0 6 57 0 7 56 0 14 85 0 23 53 0 24 45 0 25 69 0 30 38 0 31 35 0 
2 8 1 15 11 83901-3
1 1 
49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 
0 7 0 1 12 0 2 9 0 4 12 0 6 12 0 7 12 0 8 13 0 11 22 0 12 18 0 24 10 0 25 15 0 
3 19 0 27 12 83901-4
1 2 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 18 0 1 29 0 2 23 0 4 28 0 6 31 0 7 30 0 14 45 0 23 28 0 24 24 0 25 37 0 30 20 0 31 19 0 
4 41 0 27 12 83901-5
1 3 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 38 0 1 63 0 2 50 0 4 62 0 6 67 0 7 65 0 14 99 0 23 62 0 24 52 0 25 81 0 30 45 0 31 41 0 
5 14 1 15 11 83901-6
1 4 
49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 
0 13 0 1 21 0 2 17 0 4 21 0 6 22 0 7 22 0 8 24 0 11 39 0 12 33 0 24 17 0 25 27 0 
6 52 0 9 7 83901-7
1 5 
66 67 68 69 70 71 72 73 74 
1 80 0 2 64 0 6 86 0 8 92 0 11 152 0 12 126 0 24 67 0 
7 30 0 27 8 83901-8
1 6 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 28 0 4 45 0 6 49 0 7 47 0 14 72 0 24 38 0 30 33 0 31 30 0 
8 28 1 27 8 83901-9
1 7 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 26 0 4 42 0 6 45 0 7 44 0 14 67 0 24 35 0 30 30 0 31 28 0 
9 43 2 27 8 83901-10
1 8 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 41 0 4 66 0 6 71 0 7 69 0 14 105 0 24 55 0 30 47 0 31 43 0 
10 31 1 27 8 83901-11
1 9 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
0 29 0 4 47 0 6 51 0 7 50 0 14 76 0 24 40 0 30 34 0 31 31 0 
11 27 0 9 7 83901-12
1 10 
66 67 68 69 70 71 72 73 74 
1 41 0 2 33 0 6 44 0 8 47 0 11 78 0 12 65 0 24 34 0 
12 33 0 15 7 83901-13
1 11 
49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 
1 51 0 2 41 0 6 55 0 8 59 0 11 97 0 12 80 0 24 43 0 
13 79 0 27 8 83901-14
1 12 
17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 
