2024-05-13
98
34
204
3
20
10
15
0 1 2
1 3 3
2 6 57
3 6 57
4 1 58
5 1 58
6 1 58
7 3 14
8 3 14
9 2 15
10 6 54
11 6 54
12 6 6
13 6 6
14 6 6
15 6 6
16 3 24
17 3 24
18 3 24
19 3 24
20 3 24
21 3 24
22 3 24
23 3 24
24 3 24
25 3 24
26 3 24
27 3 24
28 3 24
29 3 24
30 3 24
31 3 24
32 3 24
33 3 24
34 3 24
35 3 24
36 3 24
37 3 24
38 3 24
39 3 24
40 3 24
41 3 24
42 3 24
43 1 46
44 3 20
45 3 20
46 2 51
47 2 51
48 4 53
49 4 53
50 2 31
51 2 32
52 2 33
53 2 33
54 2 33
55 2 33
56 2 33
57 2 33
58 2 33
59 2 33
60 2 33
61 2 33
62 2 33
63 2 33
64 2 33
65 2 33
66 2 33
67 1 36
68 2 37
69 2 37
70 2 37
71 2 37
72 2 37
73 2 37
74 2 37
75 2 37
76 2 37
77 1 39
78 1 39
79 1 11
80 1 55
81 1 55
82 2 7
83 2 7
84 1 8
85 1 8
86 1 40
87 1 17
88 1 59
89 1 59
90 1 59
91 1 59
92 1 59
93 1 59
94 1 49
95 1 49
96 1 49
97 1 49
0 0 2024-04-19 0 7 240215-005
0 12 0 27 27 83145-4
0 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 11 0 1 18 0 2 14 0 3 23 0 4 17 0 6 19 0 7 18 0 8 20 0 9 23 0 12 27 0 13 30 0 14 28 0 15 23 0 16 27 0 17 27 0 18 27 0 19 27 0 21 16 0 23 17 0 24 15 0 25 23 0 28 25 0 29 14 0 30 13 0 31 12 0 32 19 0 33 21 0 
1 20 0 27 27 83145-5
1 0 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 19 0 1 30 0 2 24 0 3 40 0 4 30 0 6 32 0 7 31 0 8 35 0 9 40 0 12 47 0 13 51 0 14 48 0 15 40 0 16 47 0 17 47 0 18 47 0 19 47 0 21 27 0 23 30 0 24 25 0 25 39 0 28 43 0 29 24 0 30 22 0 31 20 0 32 33 0 33 37 0 
2 38 0 15 24 83145-6
1 1 
52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 
0 35 0 1 58 0 2 46 0 3 77 0 4 57 0 6 62 0 7 60 0 8 66 0 9 76 0 10 82 0 11 109 0 12 90 0 13 97 0 14 91 0 15 77 0 16 89 0 17 89 0 20 89 0 24 48 0 25 75 0 27 51 0 30 41 0 32 64 0 33 70 0 
3 13 1 2 2 83145-7
1 2 
92 93 
5 14 0 22 11 0 
4 11 0 2 3 C5801
1 3 
4 5 
5 12 0 18 25 0 22 9 0 
5 12 0 4 3 T5901
1 4 
88 89 90 91 
2 15 0 5 14 0 22 11 0 
6 10 1 1 3 C5802
1 5 
6 
5 11 0 18 23 0 22 8 0 
1 0 2024-04-19 0 5 240215-006
0 2 0 1 3 83146-7
0 
86 
5 3 0 22 2 0 27 3 0 
1 13 1 2 2 83146-8
1 0 
92 93 
5 14 0 22 11 0 
2 11 0 2 3 C5801
1 1 
4 5 
5 12 0 18 25 0 22 9 0 
3 12 0 4 3 T5901
1 2 
88 89 90 91 
2 15 0 5 14 0 22 11 0 
4 10 1 1 3 C5802
1 3 
6 
5 11 0 18 23 0 22 8 0 
2 0 2024-04-19 0 9 240215-006
0 15 0 2 6 83146-3
0 
46 47 
2 19 0 8 27 0 15 31 0 16 36 0 24 19 0 26 24 0 
1 9 0 27 27 83146-4
1 0 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 8 0 1 13 0 2 11 0 3 18 0 4 13 0 6 14 0 7 14 0 8 15 0 9 18 0 12 21 0 13 22 0 14 21 0 15 18 0 16 21 0 17 21 0 18 21 0 19 21 0 21 12 0 23 13 0 24 11 0 25 17 0 28 19 0 29 11 0 30 10 0 31 9 0 32 15 0 33 16 0 
2 15 0 27 27 83146-5
1 1 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 14 0 1 23 0 2 18 0 3 30 0 4 22 0 6 24 0 7 23 0 8 26 0 9 30 0 12 35 0 13 38 0 14 35 0 15 30 0 16 35 0 17 35 0 18 35 0 19 35 0 21 20 0 23 22 0 24 19 0 25 29 0 28 32 0 29 18 0 30 16 0 31 15 0 32 25 0 33 27 0 
3 28 0 15 18 83146-6
1 2 
52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 
0 26 0 1 43 0 2 34 0 3 57 0 4 42 0 6 45 0 7 44 0 8 49 0 9 56 0 11 80 0 12 66 0 15 56 0 16 66 0 20 66 0 24 35 0 27 37 0 32 47 0 33 52 0 
4 2 0 1 3 83146-7
1 3 
86 
5 2 0 22 2 0 27 3 0 
5 10 1 2 2 83146-8
1 4 
92 93 
5 11 0 22 8 0 
6 8 0 2 3 C5801
1 5 
4 5 
5 9 0 18 19 0 22 7 0 
7 9 0 4 3 T5901
1 6 
88 89 90 91 
2 12 0 5 10 0 22 8 0 
8 8 1 1 3 C5802
1 7 
6 
5 8 0 18 18 0 22 7 0 
3 1 2024-04-30 0 2 240222-002
0 8 0 1 2 91505-16
0 
0 
2 10 0 5 9 0 
1 5 0 1 4 91505-17
1 0 
87 
2 7 0 5 6 0 22 5 0 27 7 0 
4 1 2024-04-30 0 2 240222-002
0 8 0 1 2 91505-16
0 
0 
2 10 0 5 9 0 
1 5 0 1 4 91505-17
1 0 
87 
2 7 0 5 6 0 22 5 0 27 7 0 
5 1 2024-04-30 0 2 240222-002
0 8 0 1 2 91505-16
0 
0 
2 10 0 5 9 0 
1 5 0 1 4 91505-17
1 0 
87 
2 7 0 5 6 0 22 5 0 27 7 0 
6 1 2024-04-30 0 2 240222-002
0 8 0 1 2 91505-16
0 
0 
2 10 0 5 9 0 
1 5 0 1 4 91505-17
1 0 
87 
2 7 0 5 6 0 22 5 0 27 7 0 
7 1 2024-04-30 0 2 240222-002
0 8 0 1 2 91505-16
0 
0 
2 10 0 5 9 0 
1 5 0 1 4 91505-17
1 0 
87 
2 7 0 5 6 0 22 5 0 27 7 0 
8 2 2024-04-30 0 3 240222-001
0 14 2 2 8 91505-7
0 
10 11 
1 22 0 8 25 0 9 29 0 10 31 0 15 29 0 24 18 0 31 14 0 33 27 0 
1 5 0 1 2 91505-16
1 0 
0 
2 6 0 5 5 0 
2 3 0 1 4 91505-17
1 1 
87 
2 4 0 5 4 0 22 3 0 27 5 0 
9 2 2024-04-30 0 2 240222-001
0 8 0 1 2 91505-16
0 
0 
2 10 0 5 9 0 
1 5 0 1 4 91505-17
1 0 
87 
2 7 0 5 6 0 22 5 0 27 7 0 
10 3 2024-09-13 36380 11 240321-001
0 52 0 9 6 83901-7
0 
68 69 70 71 72 73 74 75 76 
1 80 0 2 64 0 6 86 0 8 92 0 12 126 0 24 67 0 
1 28 1 27 5 83901-9
1 0 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 26 0 4 42 0 7 44 0 24 35 0 30 30 0 
2 43 2 27 5 83901-10
1 1 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 41 0 4 66 0 7 69 0 24 55 0 30 47 0 
3 31 1 27 5 83901-11
1 2 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 29 0 4 47 0 7 50 0 24 40 0 30 34 0 
4 27 0 9 6 83901-12
1 3 
68 69 70 71 72 73 74 75 76 
1 41 0 2 33 0 6 44 0 8 47 0 12 65 0 24 34 0 
5 33 0 15 6 83901-13
1 4 
52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 
1 51 0 2 41 0 6 55 0 8 59 0 12 80 0 24 43 0 
6 79 0 27 5 83901-14
1 5 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 74 0 4 120 0 7 126 0 24 101 0 30 86 0 
7 82 1 27 5 83901-15
1 6 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 78 0 4 125 0 7 131 0 24 105 0 30 90 0 
8 36 1 2 3 83901-16
1 7 
48 49 
1 56 0 24 47 0 31 37 0 
9 41 1 2 3 83901-17
1 8 
48 49 
1 63 0 24 52 0 31 41 0 
10 29 0 27 14 83901-18
1 9 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 27 0 1 44 0 2 35 0 4 43 0 6 47 0 7 45 0 8 50 0 14 69 0 21 40 0 23 43 0 24 36 0 25 57 0 30 31 0 31 29 0 
11 3 2024-09-13 36380 8 240329-004
0 19 1 27 5 83901-9
0 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 18 0 4 29 0 7 31 0 24 25 0 30 21 0 
1 19 0 9 6 83901-12
1 0 
68 69 70 71 72 73 74 75 76 
1 29 0 2 23 0 6 31 0 8 33 0 12 45 0 24 24 0 
2 23 0 15 6 83901-13
1 1 
52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 
1 36 0 2 29 0 6 38 0 8 41 0 12 56 0 24 30 0 
3 54 0 27 5 83901-14
1 2 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 51 0 4 82 0 7 86 0 24 69 0 30 59 0 
4 56 1 27 5 83901-15
1 3 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 53 0 4 86 0 7 90 0 24 72 0 30 62 0 
5 25 1 2 3 83901-16
1 4 
48 49 
1 39 0 24 32 0 31 25 0 
6 28 1 2 3 83901-17
1 5 
48 49 
1 44 0 24 36 0 31 28 0 
7 20 0 27 14 83901-18
1 6 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 19 0 1 30 0 2 24 0 4 30 0 6 32 0 7 31 0 8 35 0 14 48 0 21 28 0 23 30 0 24 25 0 25 39 0 30 22 0 31 20 0 
12 3 2024-09-13 36380 10 240329-004
0 18 1 27 5 83901-9
0 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 17 0 4 28 0 7 29 0 24 23 0 30 20 0 
1 28 2 27 5 83901-10
1 0 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 27 0 4 43 0 7 45 0 24 36 0 30 31 0 
2 21 1 27 5 83901-11
1 1 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 19 0 4 31 0 7 33 0 24 26 0 30 22 0 
3 18 0 9 6 83901-12
1 2 
68 69 70 71 72 73 74 75 76 
1 27 0 2 22 0 6 29 0 8 31 0 12 42 0 24 23 0 
4 22 0 15 6 83901-13
1 3 
52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 
1 34 0 2 27 0 6 36 0 8 39 0 12 52 0 24 28 0 
5 51 0 27 5 83901-14
1 4 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 48 0 4 78 0 7 82 0 24 65 0 30 56 0 
6 53 1 27 5 83901-15
1 5 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 50 0 4 81 0 7 85 0 24 68 0 30 58 0 
7 24 1 2 3 83901-16
1 6 
48 49 
1 37 0 24 31 0 31 24 0 
8 27 1 2 3 83901-17
1 7 
48 49 
1 41 0 24 34 0 31 27 0 
9 19 0 27 14 83901-18
1 8 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 18 0 1 29 0 2 23 0 4 28 0 6 31 0 7 30 0 8 33 0 14 45 0 21 26 0 23 28 0 24 24 0 25 37 0 30 21 0 31 19 0 
13 3 2024-09-13 36380 18 240329-005
0 20 0 27 14 83901-1
0 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 19 0 1 31 0 2 25 0 4 30 0 6 33 0 7 32 0 8 35 0 14 48 0 21 28 0 23 30 0 24 26 0 25 39 0 30 22 0 31 20 0 
1 35 0 27 9 83901-2
1 0 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 33 0 1 54 0 2 43 0 4 53 0 7 56 0 23 53 0 24 45 0 25 69 0 30 38 0 
2 8 1 15 10 83901-3
1 1 
52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 
0 7 0 1 12 0 2 9 0 4 12 0 6 12 0 7 12 0 8 13 0 11 22 0 12 18 0 24 10 0 
3 19 0 27 9 83901-4
1 2 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 18 0 1 29 0 2 23 0 4 28 0 7 30 0 23 28 0 24 24 0 25 37 0 30 20 0 
4 41 0 27 9 83901-5
1 3 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 38 0 1 63 0 2 50 0 4 62 0 7 65 0 23 62 0 24 52 0 25 81 0 30 45 0 
5 14 1 15 10 83901-6
1 4 
52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 
0 13 0 1 21 0 2 17 0 4 21 0 6 22 0 7 22 0 8 24 0 11 39 0 12 33 0 24 17 0 
6 52 0 9 6 83901-7
1 5 
68 69 70 71 72 73 74 75 76 
1 80 0 2 64 0 6 86 0 8 92 0 12 126 0 24 67 0 
7 30 0 27 5 83901-8
1 6 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 28 0 4 45 0 7 47 0 24 38 0 30 33 0 
8 28 1 27 5 83901-9
1 7 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 26 0 4 42 0 7 44 0 24 35 0 30 30 0 
9 43 2 27 5 83901-10
1 8 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 41 0 4 66 0 7 69 0 24 55 0 30 47 0 
10 31 1 27 5 83901-11
1 9 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 29 0 4 47 0 7 50 0 24 40 0 30 34 0 
11 27 0 9 6 83901-12
1 10 
68 69 70 71 72 73 74 75 76 
1 41 0 2 33 0 6 44 0 8 47 0 12 65 0 24 34 0 
12 33 0 15 6 83901-13
1 11 
52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 
1 51 0 2 41 0 6 55 0 8 59 0 12 80 0 24 43 0 
13 79 0 27 5 83901-14
1 12 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 74 0 4 120 0 7 126 0 24 101 0 30 86 0 
14 82 1 27 5 83901-15
1 13 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 78 0 4 125 0 7 131 0 24 105 0 30 90 0 
15 36 1 2 3 83901-16
1 14 
48 49 
1 56 0 24 47 0 31 37 0 
16 41 1 2 3 83901-17
1 15 
48 49 
1 63 0 24 52 0 31 41 0 
17 29 0 27 14 83901-18
1 16 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 27 0 1 44 0 2 35 0 4 43 0 6 47 0 7 45 0 8 50 0 14 69 0 21 40 0 23 43 0 24 36 0 25 57 0 30 31 0 31 29 0 
14 3 2024-09-13 36380 18 240329-005
0 20 0 27 14 83901-1
0 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 19 0 1 31 0 2 25 0 4 30 0 6 33 0 7 32 0 8 35 0 14 48 0 21 28 0 23 30 0 24 26 0 25 39 0 30 22 0 31 20 0 
1 35 0 27 9 83901-2
1 0 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 33 0 1 54 0 2 43 0 4 53 0 7 56 0 23 53 0 24 45 0 25 69 0 30 38 0 
2 8 1 15 10 83901-3
1 1 
52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 
0 7 0 1 12 0 2 9 0 4 12 0 6 12 0 7 12 0 8 13 0 11 22 0 12 18 0 24 10 0 
3 19 0 27 9 83901-4
1 2 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 18 0 1 29 0 2 23 0 4 28 0 7 30 0 23 28 0 24 24 0 25 37 0 30 20 0 
4 41 0 27 9 83901-5
1 3 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 38 0 1 63 0 2 50 0 4 62 0 7 65 0 23 62 0 24 52 0 25 81 0 30 45 0 
5 14 1 15 10 83901-6
1 4 
52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 
0 13 0 1 21 0 2 17 0 4 21 0 6 22 0 7 22 0 8 24 0 11 39 0 12 33 0 24 17 0 
6 52 0 9 6 83901-7
1 5 
68 69 70 71 72 73 74 75 76 
1 80 0 2 64 0 6 86 0 8 92 0 12 126 0 24 67 0 
7 30 0 27 5 83901-8
1 6 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 28 0 4 45 0 7 47 0 24 38 0 30 33 0 
8 28 1 27 5 83901-9
1 7 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 26 0 4 42 0 7 44 0 24 35 0 30 30 0 
9 43 2 27 5 83901-10
1 8 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 41 0 4 66 0 7 69 0 24 55 0 30 47 0 
10 31 1 27 5 83901-11
1 9 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 29 0 4 47 0 7 50 0 24 40 0 30 34 0 
11 27 0 9 6 83901-12
1 10 
68 69 70 71 72 73 74 75 76 
1 41 0 2 33 0 6 44 0 8 47 0 12 65 0 24 34 0 
12 33 0 15 6 83901-13
1 11 
52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 
1 51 0 2 41 0 6 55 0 8 59 0 12 80 0 24 43 0 
13 79 0 27 5 83901-14
1 12 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 74 0 4 120 0 7 126 0 24 101 0 30 86 0 
14 82 1 27 5 83901-15
1 13 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 78 0 4 125 0 7 131 0 24 105 0 30 90 0 
15 36 1 2 3 83901-16
1 14 
48 49 
1 56 0 24 47 0 31 37 0 
16 41 1 2 3 83901-17
1 15 
48 49 
1 63 0 24 52 0 31 41 0 
17 29 0 27 14 83901-18
1 16 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 27 0 1 44 0 2 35 0 4 43 0 6 47 0 7 45 0 8 50 0 14 69 0 21 40 0 23 43 0 24 36 0 25 57 0 30 31 0 31 29 0 
15 3 2024-09-13 36380 11 240329-006
0 30 0 27 5 83901-8
0 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 28 0 4 45 0 7 47 0 24 38 0 30 33 0 
1 28 1 27 5 83901-9
1 0 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 26 0 4 42 0 7 44 0 24 35 0 30 30 0 
2 43 2 27 5 83901-10
1 1 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 41 0 4 66 0 7 69 0 24 55 0 30 47 0 
3 31 1 27 5 83901-11
1 2 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 29 0 4 47 0 7 50 0 24 40 0 30 34 0 
4 27 0 9 6 83901-12
1 3 
68 69 70 71 72 73 74 75 76 
1 41 0 2 33 0 6 44 0 8 47 0 12 65 0 24 34 0 
5 33 0 15 6 83901-13
1 4 
52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 
1 51 0 2 41 0 6 55 0 8 59 0 12 80 0 24 43 0 
6 79 0 27 5 83901-14
1 5 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 74 0 4 120 0 7 126 0 24 101 0 30 86 0 
7 82 1 27 5 83901-15
1 6 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 78 0 4 125 0 7 131 0 24 105 0 30 90 0 
8 36 1 2 3 83901-16
1 7 
48 49 
1 56 0 24 47 0 31 37 0 
9 41 1 2 3 83901-17
1 8 
48 49 
1 63 0 24 52 0 31 41 0 
10 29 0 27 14 83901-18
1 9 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 27 0 1 44 0 2 35 0 4 43 0 6 47 0 7 45 0 8 50 0 14 69 0 21 40 0 23 43 0 24 36 0 25 57 0 30 31 0 31 29 0 
16 3 2024-09-13 36380 1 240321-001
0 29 0 27 14 83901-18
0 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 27 0 1 44 0 2 35 0 4 43 0 6 47 0 7 45 0 8 50 0 14 69 0 21 40 0 23 43 0 24 36 0 25 57 0 30 31 0 31 29 0 
17 3 2024-09-13 36380 7 240329-004
0 19 0 9 6 83901-12
0 
68 69 70 71 72 73 74 75 76 
1 29 0 2 23 0 6 31 0 8 33 0 12 45 0 24 24 0 
1 23 0 15 6 83901-13
1 0 
52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 
1 36 0 2 29 0 6 38 0 8 41 0 12 56 0 24 30 0 
2 54 0 27 5 83901-14
1 1 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 51 0 4 82 0 7 86 0 24 69 0 30 59 0 
3 56 1 27 5 83901-15
1 2 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 53 0 4 86 0 7 90 0 24 72 0 30 62 0 
4 25 1 2 3 83901-16
1 3 
48 49 
1 39 0 24 32 0 31 25 0 
5 28 1 2 3 83901-17
1 4 
48 49 
1 44 0 24 36 0 31 28 0 
6 20 0 27 14 83901-18
1 5 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 19 0 1 30 0 2 24 0 4 30 0 6 32 0 7 31 0 8 35 0 14 48 0 21 28 0 23 30 0 24 25 0 25 39 0 30 22 0 31 20 0 
18 3 2024-09-13 36380 10 240329-004
0 18 1 27 5 83901-9
0 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 17 0 4 28 0 7 29 0 24 23 0 30 20 0 
1 28 2 27 5 83901-10
1 0 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 27 0 4 43 0 7 45 0 24 36 0 30 31 0 
2 21 1 27 5 83901-11
1 1 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 19 0 4 31 0 7 33 0 24 26 0 30 22 0 
3 18 0 9 6 83901-12
1 2 
68 69 70 71 72 73 74 75 76 
1 27 0 2 22 0 6 29 0 8 31 0 12 42 0 24 23 0 
4 22 0 15 6 83901-13
1 3 
52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 
1 34 0 2 27 0 6 36 0 8 39 0 12 52 0 24 28 0 
5 51 0 27 5 83901-14
1 4 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 48 0 4 78 0 7 82 0 24 65 0 30 56 0 
6 53 1 27 5 83901-15
1 5 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 50 0 4 81 0 7 85 0 24 68 0 30 58 0 
7 24 1 2 3 83901-16
1 6 
48 49 
1 37 0 24 31 0 31 24 0 
8 27 1 2 3 83901-17
1 7 
48 49 
1 41 0 24 34 0 31 27 0 
9 19 0 27 14 83901-18
1 8 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 18 0 1 29 0 2 23 0 4 28 0 6 31 0 7 30 0 8 33 0 14 45 0 21 26 0 23 28 0 24 24 0 25 37 0 30 21 0 31 19 0 
19 3 2024-09-13 36380 18 240329-005
0 20 0 27 14 83901-1
0 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 19 0 1 31 0 2 25 0 4 30 0 6 33 0 7 32 0 8 35 0 14 48 0 21 28 0 23 30 0 24 26 0 25 39 0 30 22 0 31 20 0 
1 35 0 27 9 83901-2
1 0 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 33 0 1 54 0 2 43 0 4 53 0 7 56 0 23 53 0 24 45 0 25 69 0 30 38 0 
2 8 1 15 10 83901-3
1 1 
52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 
0 7 0 1 12 0 2 9 0 4 12 0 6 12 0 7 12 0 8 13 0 11 22 0 12 18 0 24 10 0 
3 19 0 27 9 83901-4
1 2 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 18 0 1 29 0 2 23 0 4 28 0 7 30 0 23 28 0 24 24 0 25 37 0 30 20 0 
4 41 0 27 9 83901-5
1 3 
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 
0 38 0 1 63 0 2 50 0 4 62 0 7 65 0 23 62 0 24 52 0 25 81 0 30 45 0 
5 14 1 15 10 83901-6
1 4 
